HOSPITAL_NAME,CITY,STATE_FULL,LATITUDE,LONGITUDE,nearest_burn_center,nearest_burn_distance_miles,distance_score
Geisinger Medical Center/ Geisinger Janet Weis Children's Hospital,Danville,Pennsylvania,40.9682437,-76.604154,Lehigh Valley Hospital-Cedar Crest/Lehigh Valley Reilly Children's Hospital (Lehigh Valley Health Network Regional Burn Center),63.11749256417977,0.044090150435113516
St. Luke's University Hospital - Bethlehem Campus,Bethlehem ,Pennsylvania,40.6092805,-75.3931974,Lehigh Valley Hospital-Cedar Crest/Lehigh Valley Reilly Children's Hospital (Lehigh Valley Health Network Regional Burn Center),7.414584119089834,0.00517939030756113
Lehigh Valley Hospital - Muhlenberg,Bethlehem ,Pennsylvania,40.6445094,-75.4082927,Lehigh Valley Hospital-Cedar Crest/Lehigh Valley Reilly Children's Hospital (Lehigh Valley Health Network Regional Burn Center),8.106603558668631,0.005662794193798014
St. Luke's Anderson Campus,Easton ,Pennsylvania,40.6493292,-75.2888598,Lehigh Valley Hospital-Cedar Crest/Lehigh Valley Reilly Children's Hospital (Lehigh Valley Health Network Regional Burn Center),13.542566442340002,0.009460036631099497
Einstein Medical Center Philadelphia,Philadelphia ,Pennsylvania,40.0368481,-75.1415887,St. Christopher's Hospital for Children (Stuart J. Hulnick Burn Center),2.2138203477681486,0.001546444071271725
Temple University Hospital (Temple Burn Center),Philadelphia ,Pennsylvania,40.0053079,-75.1508235,Temple University Hospital (Temple Burn Center),0.0,0.0
Thomas Jefferson University Hospital (Thomas Jefferson University Hospital Burn Center),Philadelphia ,Pennsylvania,39.9492771,-75.1580307,Thomas Jefferson University Hospital (Thomas Jefferson University Hospital Burn Center),0.0,0.0
Penn Presbyterian Medical Center,Philadelphia ,Pennsylvania,39.9584948,-75.1993287,Thomas Jefferson University Hospital (Thomas Jefferson University Hospital Burn Center),2.2781787119878745,0.0015914010213172328
Jefferson Torresdale Hospital,Philadelphia ,Pennsylvania,40.0711287,-74.9830577,St. Christopher's Hospital for Children (Stuart J. Hulnick Burn Center),8.72079814257466,0.006091834234850232
UPMC Williamsport,Williamsport ,Pennsylvania,41.2474093,-77.015175,Lehigh Valley Hospital-Cedar Crest/Lehigh Valley Reilly Children's Hospital (Lehigh Valley Health Network Regional Burn Center),91.12493790184439,0.06365449667376069
WellSpan York Hospital,York,Pennsylvania,39.950875,-76.7223613,Johns Hopkins Hospital (Johns Hopkins Pediatric Burn Center),45.712844037121556,0.03193229148582168
Rhode Island Hospital/Hasbro Children's Hospital (Rhode Island Burn Center),Providence,Rhode Island,41.8110744,-71.4089995,Rhode Island Hospital/Hasbro Children's Hospital (Rhode Island Burn Center),0.0,0.0
HCA Trident Medical Center ,Charleston,South Carolina,32.9743364,-80.0739894,MUSC Health University Medical Center (South Carolina Burn Center at MUSC),15.043211499500066,0.010508298588790852
MUSC Health University Medical Center (South Carolina Burn Center at MUSC),Charleston,South Carolina,32.7844004,-79.9472632,MUSC Health University Medical Center (South Carolina Burn Center at MUSC),0.0,0.0
McLeod Regional Medical Center,Florence,South Carolina,34.1969765,-79.7581256,MUSC Health University Medical Center (South Carolina Burn Center at MUSC),98.20721144061051,0.06860175444749604
Prisma Health Greenville Memorial Hospital,Greenville,South Carolina,34.819598,-82.4104176,Doctors Hospital of Augusta (Joseph M. Still Burn Center),93.86799348679774,0.06557063320705998
Grand Strand Medical Center,Myrtle Beach,South Carolina,33.7580795,-78.8194704,MUSC Health University Medical Center (South Carolina Burn Center at MUSC),93.65007854759254,0.06541841070801432
Prisma Health Richland,Columbia,South Carolina,34.027949,-81.0325566,Doctors Hospital of Augusta (Joseph M. Still Burn Center),71.56388339310048,0.049990299936493135
Spartanburg Medical Center - Church Street Campus,Spartanburg,South Carolina,34.9669664,-81.9387309,Doctors Hospital of Augusta (Joseph M. Still Burn Center),102.68268729580979,0.07172805740580525
Monument Health Rapid City Hospital,Rapid City,South Dakota,44.0564532,-103.2252396,North Colorado Medical Center (Western States Burn Center),262.79820880031724,0.18357529884924592
Avera McKennan Hospital and University Health Center,Sioux Falls,South Dakota,43.5339177,-96.7149049,CHI Health St. Elizabeth Regional Burn Center,188.37968380515855,0.1315909149819772
Sanford USD Medical Center,Sioux Falls,South Dakota,43.5340005,-96.7431263,CHI Health St. Elizabeth Regional Burn Center,188.42551605306866,0.1316229306819526
TriStar Skyline Medical Center (TriStar Skyline Burn and Reconstruction Center),Nashville,Tennessee,36.2450987,-86.7495457,TriStar Skyline Medical Center (TriStar Skyline Burn and Reconstruction Center),0.0,0.0
Vanderbilt University Medical Center/Monroe Carell Jr. Children's Hospital at Vanderbilt (Vanderbilt Burn Center),Nashville,Tennessee,36.1409238,-86.8016342,Vanderbilt University Medical Center/Monroe Carell Jr. Children's Hospital at Vanderbilt (Vanderbilt Burn Center),0.0,0.0
Erlanger Baroness Hospital,Chattanooga,Tennessee,,,,,
University of Tennessee Medical Center,Knoxville,Tennessee,35.940071,-83.9434785,Joseph M. Still Burn Center at WellStar Cobb Hospital ,148.68128812982954,0.1038599617034047
Regional One Health (Firefighters Regional One Burn Center),Memphis,Tennessee,35.1423974,-90.0320763,Regional One Health (Firefighters Regional One Burn Center),0.0,0.0
Bristol Regional Medical Center,Bristol,Tennessee,36.5855299,-82.2565154,Wake Forest Baptist Medical Center/Brenner Children's Hospital (Wake Forest Baptist Burn Center),115.86748100058945,0.08093817514469626
Johnson City Medical Center,Johnson City,Tennessee,36.308663,-82.386435,Wake Forest Baptist Medical Center/Brenner Children's Hospital (Wake Forest Baptist Burn Center),119.094155445194,0.08319213923433579
Baylor Scott & White Medical Center - Temple,Temple,Texas,31.0778576,-97.3627301,Dell Seton Medical Center at the University of Texas (w/ Burn Center),59.609754833807145,0.04163985214321301
Brooke Army Medical Center (USAISR Burn Center),Fort Sam Houston,Texas,29.4588961,-98.4193095,Brooke Army Medical Center (USAISR Burn Center),0.0,0.0
University Hospital (Pediatric Burn Center),San Antonio,Texas,29.5078264,-98.5780943,University Hospital (Pediatric Burn Center),0.0,0.0
CHI St. Joseph Regional Health Center,Bryan,Texas,30.6559246,-96.3468472,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),86.43281568508694,0.0603768573697846
Valley Baptist Medical Center-Harlingen,Harlingen,Texas,26.1752464,-97.6702557,Brooke Army Medical Center (USAISR Burn Center),231.4500834595902,0.16167735097487426
Medical City Plano (Burn and Reconstructive Center),Plano,Texas,33.0214002,-96.7665359,Medical City Plano (Burn and Reconstructive Center),0.0,0.0
Texas Health Presbyterian Hospital Plano,Plano,Texas,33.0437453,-96.8362596,Medical City Plano (Burn and Reconstructive Center),4.323837896377685,0.003020377641182272
Baylor University Medical Center at Dallas,Dallas,Texas,32.7921184,-96.7750728,Parkland Memorial Hospital (Parkland Burn Center),3.8394926206416393,0.0026820426534920603
Methodist Dallas Medical Center,Dallas,Texas,32.7612534,-96.825046,Parkland Memorial Hospital (Parkland Burn Center),3.555034812318198,0.00248333723837009
Parkland Memorial Hospital (Parkland Burn Center),Dallas,Texas,32.811726,-96.836931,Parkland Memorial Hospital (Parkland Burn Center),0.0,0.0
Texas Health Presbyterian Hospital of Dallas,Dallas,Texas,32.879108,-96.763907,Parkland Memorial Hospital (Parkland Burn Center),6.296354523897876,0.004398261193110381
Medical City Denton,Denton,Texas,,,,,
Del Sol Medical Center,El Paso,Texas,31.7569346,-106.3498538,University of New Mexico Hospital (UNM Regional Burn Center),230.6313158235109,0.16110540828863035
University Medical Center of El Paso,El Paso,Texas,31.7720102,-106.4349038,University of New Mexico Hospital (UNM Regional Burn Center),229.31457765588598,0.1601856128161596
University of Texas Medical Branch (Blocker Burn Unit),Galveston,Texas,29.310307,-94.774521,University of Texas Medical Branch (Blocker Burn Unit),0.0,0.0
Ben Taub Hospital - Harris Health System,Houston,Texas,29.7106109,-95.3934292,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),0.22173272446439143,0.00015488937821922866
HCA Houston Healthcare Clear Lake,Webster,Texas,29.5389936,-95.1291507,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),20.02068434781003,0.013985266981436175
Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),Houston,Texas,29.7133159,-95.3954173,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),0.0,0.0
Ascension Seton Hays,Kyle,Texas,30.0090536,-97.8525214,Dell Seton Medical Center at the University of Texas (w/ Burn Center),19.782388600017807,0.013818807653896767
Doctors Hospital at Renaissance,Edinburg,Texas,26.2538581,-98.2037017,Brooke Army Medical Center (USAISR Burn Center),221.8403443282689,0.1549645550964365
McAllen Medical Center,McAllen,Texas,26.1868788,-98.225928,Brooke Army Medical Center (USAISR Burn Center),226.3855362003391,0.15813955754432776
Covenant Medical Center,Lubbock,Texas,33.5768935,-101.8921117,University Medical Center (Timothy J. Harnar Burn Center),0.8505542370525918,0.0005941469272839025
University Medical Center (Timothy J. Harnar Burn Center),Lubbock,Texas,33.5892032,-101.8919947,University Medical Center (Timothy J. Harnar Burn Center),0.0,0.0
Baylor Scott & White Hillcrest Medical Center,Waco,Texas,,,,,
HCA Houston Healthcare Conroe,Conroe,Texas,30.2843191,-95.4681856,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),39.692503753844576,0.02772683753040115
Memorial Hermann The Woodlands Hospital,The Woodlands,Texas,,,,,
CHRISTUS Spohn Hospital Corpus Christi Shoreline,Corpus Christi,Texas,27.7778793,-97.3950902,Brooke Army Medical Center (USAISR Burn Center),131.715619701062,0.09200874830965321
UT Health Tyler,Tyler,Texas,32.3382774,-95.2903234,Ochsner LSU Health Shreveport (LSU Health Burn Center),89.7643270981685,0.06270405437035785
Baylor Scott & White Medical Center - Grapevine,Grapevine,Texas,32.9338752,-97.0940581,Parkland Memorial Hospital (Parkland Burn Center),17.142724523953536,0.011974894318881175
Medical City Arlington,Arlington,Texas,32.6921841,-97.1129429,Parkland Memorial Hospital (Parkland Burn Center),18.040745752681207,0.012602198881531032
JPS Health Network,Fort Worth,Texas,32.7270451,-97.3279671,Parkland Memorial Hospital (Parkland Burn Center),29.122086339376587,0.02034296857375744
Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,Texas,32.7372301,-97.3392669,Parkland Memorial Hospital (Parkland Burn Center),29.633548943763582,0.020700246124769586
Dell Seton Medical Center at the University of Texas (w/ Burn Center),Austin,Texas,30.2764053,-97.7340459,Dell Seton Medical Center at the University of Texas (w/ Burn Center),0.0,0.0
HCA St. David's South Austin Medical Center,Austin,Texas,30.2256422,-97.7752699,Dell Seton Medical Center at the University of Texas (w/ Burn Center),4.28438633417111,0.002992819111178574
United Regional Health Care System,Wichita Falls,Texas,33.9024667,-98.501821,Medical City Plano (Burn and Reconstructive Center),117.09094449887557,0.08179281444514779
Ascension Seton Williamson,Round Rock,Texas,30.5671232,-97.650807,Dell Seton Medical Center at the University of Texas (w/ Burn Center),20.690082548158358,0.014452869006727998
HCA St. David's Round Rock Medical Center,Round Rock,Texas,30.5100684,-97.7146088,Dell Seton Medical Center at the University of Texas (w/ Burn Center),16.18624685415706,0.011306755540930314
CHRISTUS Trinity Mother Frances Hospital - Tyler,Tyler,Texas,32.3431946,-95.2911236,Ochsner LSU Health Shreveport (LSU Health Burn Center),89.77159659251535,0.06270913240952447
HCA Corpus Christi Medical Center - Bay Area,Corpus Christi,Texas,27.6931502,-97.344938,Brooke Army Medical Center (USAISR Burn Center),138.32462217266252,0.09662540688338549
HCA Houston Healthcare Northwest,Houston,Texas,30.0206762,-95.4426692,Memorial Hermann Texas Medical Center (John S. Dunn Burn Center),21.42467214361613,0.014966009888217693
HCA St. Mark's Hospital,Salt Lake City,Utah,,,,,
Intermountain Medical Center,Murray,Utah,,,,,
University of Utah Health (University of Utah Health Burn Center),Salt Lake City,Utah,40.7715715,-111.8365802,University of Utah Health (University of Utah Health Burn Center),0.0,0.0
Utah Valley Hospital,Provo,Utah,40.2478922,-111.6656924,University of Utah Health (University of Utah Health Burn Center),37.28010264280662,0.02604167667285686
St. George Regional Hospital,St George,Utah,37.0999908,-113.5554132,Sunrise Hospital and Medical Center (Burn and Reconstructive Center of Sunrise Hospital),110.22008898156412,0.07699324080764695
HCA Ogden Regional Medical Center,Ogden,Utah,41.1636679,-111.9581017,University of Utah Health (University of Utah Health Burn Center),27.82348898039796,0.01943584519819258
McKay-Dee Hospital,Ogden,Utah,41.1847611,-111.9540829,University of Utah Health (University of Utah Health Burn Center),29.199507540840052,0.02039705044996506
The University of Vermont Medical Center (University of Vermont Burn Center),Burlington,Vermont,44.4794528,-73.1947585,The University of Vermont Medical Center (University of Vermont Burn Center),0.0,0.0
Virginia Hospital Center in Arlington,Arlington,Virginia,38.8897796,-77.1275542,Children's National Health System (Children's National Trauma and Burn Center),6.626457143528769,0.004628851376073557
University of Virginia Medical Center,Charlottesville,Virginia,38.0324342,-78.4990607,Chippenham Hospital (Wound Healing Center),64.11847369345806,0.04478937669996732
Reston Hospital Center,Reston,Virginia,38.9630315,-77.3647289,MedStar Washington Hospital Center (The Burn Center at MedStar Washington Hospital Center),18.95443845845969,0.013240450611957054
Inova Fairfax Hospital,Falls Church,Virginia,38.8574108,-77.2284948,Children's National Health System (Children's National Trauma and Burn Center),12.498681136237227,0.008730840043699003
Mary Washington Hospital,Fredericksburg ,Virginia,38.3103872,-77.4838307,Children's National Health System (Children's National Trauma and Burn Center),49.58423937462577,0.0346366194920522
Henrico Doctors' Hospital,Richmond,Virginia,37.6033021,-77.5414808,Chippenham Hospital (Wound Healing Center),6.305094747751549,0.004404366596999059
Centra Lynchburg General Hospital,Lynchburg ,Virginia,37.4170889,-79.1714512,Chippenham Hospital (Wound Healing Center),90.46269716959257,0.0631918944327171
Riverside Regional Medical Center,Newport News,Virginia,37.0634252,-76.482719,Sentara Norfolk General Hospital (Burn Center at Sentara Norfolk General Hospital),17.03934095246495,0.011902676665196404
Sentara Norfolk General Hospital (Burn Center at Sentara Norfolk General Hospital),Norfolk,Virginia,36.8624604,-76.3038338,Sentara Norfolk General Hospital (Burn Center at Sentara Norfolk General Hospital),0.0,0.0
Chippenham Hospital (Wound Healing Center),Richmond,Virginia,37.5128428,-77.5263244,Chippenham Hospital (Wound Healing Center),0.0,0.0
VCU Medical Center (Evans-Haynes Burn Center),Richmond,Virginia,37.5402575,-77.4300631,VCU Medical Center (Evans-Haynes Burn Center),0.0,0.0
Carilion Roanoke Memorial Hospital,Roanoke,Virginia,37.2517013,-79.9410456,Wake Forest Baptist Medical Center/Brenner Children's Hospital (Wake Forest Baptist Burn Center),82.2936832291665,0.05748550403430749
Winchester Medical Center,Winchester ,Virginia,39.1948877,-78.192692,MedStar Washington Hospital Center (The Burn Center at MedStar Washington Hospital Center),65.81511728581998,0.04597455165199737
PeaceHealth Southwest Medical Center,Vancouver,Washington,45.6243741,-122.5810492,Legacy Emanuel Medical Center/Randall Children's Hospital (Oregon Burn Center),6.998929190690829,0.004889038337327621
UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),Seattle,Washington,47.6043048,-122.3240717,UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),0.0,0.0
Madigan Army Medical Center Joint Base Lewis ,Joint Base Lewis-McChord,Washington,,,,,
Tacoma Trauma Center,Tacoma,Washington,47.2600088,-122.4528442,UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),24.53840034146822,0.01714107640433061
Providence Regional Medical Center Everett,Everett,Washington,48.0000227,-122.2079708,UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),27.867633431534557,0.019466681903080832
Providence Sacred Heart Medical Center & Children's Hospital,Spokane,Washington,47.6483146,-117.4121718,UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),228.7137971467342,0.15976594305503827
PeaceHealth St. Joseph Medical Center ,Bellingham,Washington,48.7735954,-122.4736882,UW Medicine/Harborview Medical Center (UW Medicine Regional Burn Center at Harborview),81.08444658812736,0.056640802775605646
Cabell Huntington Hospital (Cabell Huntington Burn Intensive Care Unit),Huntington,West Virginia,38.4101402,-82.427516,Cabell Huntington Hospital (Cabell Huntington Burn Intensive Care Unit),0.0,0.0
Charleston Area Medical Center,Charleston,West Virginia,38.3475369,-81.6272422,Cabell Huntington Hospital (Cabell Huntington Burn Intensive Care Unit),43.56152485524965,0.03042950703559611
St. Mary's Medical Center - Huntington,Huntington,West Virginia,38.4311858,-82.4004817,Cabell Huntington Hospital (Cabell Huntington Burn Intensive Care Unit),2.0630492569376546,0.0014411242968966063
West Virginia University Hospitals (J.W. Ruby Memorial Hospital),Morgantown,West Virginia,39.6526732,-79.9587123,UPMC Mercy (UPMC Mercy Burn Center),54.16797385664952,0.037838545529616914
Wheeling Hospital,Wheeling,West Virginia,40.0585396,-80.6845955,UPMC Mercy (UPMC Mercy Burn Center),45.17531315891811,0.03155680417920205
Aurora BayCare Medical Center,Green Bay,Wisconsin,,,,,
HSHS St. Vincent Hospital,Green Bay,Wisconsin,44.5003345,-88.0131465,Ascension Columbia St. Mary's Hospital Regional Burn Center,99.72119505081719,0.06965933393011624
SSM Health St. Mary's Hospital Madison,Madison,Wisconsin,43.0585906,-89.4042471,University of Wisconsin Hospitals (UW Burn and Wound Center),1.863625823133079,0.001301818870785294
University of Wisconsin Hospitals (UW Burn and Wound Center),Madison,Wisconsin,43.0763751,-89.4320049,University of Wisconsin Hospitals (UW Burn and Wound Center),0.0,0.0
Mayo Clinic Health System Eau Claire,Eau Claire,Wisconsin,44.8154285,-91.5163326,Regions Hospital/Gillette Children's Specialty Healthcare (Regions Hospital Burn Center),77.91988931593126,0.054430230071853436
Gundersen Lutheran Medical Center,La Crosse,Wisconsin,43.7950237,-91.2468174,University of Wisconsin Hospitals (UW Burn and Wound Center),103.70910087344066,0.07244504927617101
Aspirus Wausau Hospital,Wausau,Wisconsin,44.9658393,-89.6683726,University of Wisconsin Hospitals (UW Burn and Wound Center),131.0777831279619,0.09156319337205165
Children's Wisconsin (Children's Wisconsin Burn Program),Milwaukee,Wisconsin,43.0386077,-88.0214037,Children's Wisconsin (Children's Wisconsin Burn Program),0.0,0.0
Mercyhealth Hospital and Trauma Center,Janesville,Wisconsin,42.6879304,-89.0338544,OSF Saint Anthony Medical Center (w/ Burn Unit),29.183860334960883,0.020386120236595126
Aurora Medical Center Summit,Summit,Wisconsin,43.0656744,-88.4672145,Children's Wisconsin (Children's Wisconsin Burn Program),22.586213881920262,0.01577739430635531
ThedaCare Regional Medical Center - Neenah,Neenah,Wisconsin,44.1878724,-88.4531852,Children's Wisconsin (Children's Wisconsin Burn Program),82.2923483125918,0.057484571540474066
Marshfield Medical Center,Marshfield,Wisconsin,,,,,
